,timestamp,sensor_id,range_sc,azimuth_sc,rcs,vr,vr_compensated,x_cc,y_cc,x_seq,y_seq,uuid,track_id,label_id
304322,158234953309,2,10.919957,0.5869078,0.69333744,-2.0550818,3.2275054,14.656157,0.939655,3560.1128,-2664.1191,b'7ae9b865852c99112d9aa05dcbfb074a',b'f99cd724d1b311e69736bcaec523183d',0
304323,158234953309,2,12.506682,0.56004703,-18.922781,-2.5598712,2.7392466,16.270868,0.8451368,3558.499,-2664.008,b'de9dc0111dd12ee1e93cfd68653010a0',b'f99cd724d1b311e69736bcaec523183d',0
304867,158235016901,3,9.714321,-0.40171966,4.2066097,-2.0646532,3.0999737,13.568614,1.0329449,3560.8652,-2664.2397,b'39e408d4af779e882070fbda7095b20b',b'f99cd724d1b311e69736bcaec523183d',0
304868,158235016901,3,10.717895,-0.4576758,-6.557347,-2.074036,3.0858154,14.5753765,0.467699,3559.8633,-2663.6663,b'77829f1a49b8fd512851e22fe9365549',b'f99cd724d1b311e69736bcaec523183d',0
304869,158235016901,3,11.444929,-0.37467387,-14.812946,-2.048773,3.1123655,15.283414,1.401433,3559.1475,-2664.594,b'fc0533e4b5fbb2309d720e464e8d9282',b'f99cd724d1b311e69736bcaec523183d',0
304870,158235016901,3,13.019928,-0.3458503,-20.121548,-34.746307,-29.593042,16.827059,1.8721535,3557.5999,-2665.0518,b'42ae61beb2a95bf6698d9e00a0d0aa1c',b'f99cd724d1b311e69736bcaec523183d',0
304872,158235016901,3,13.853353,-0.32965755,-18.07932,-3.4588244,1.6881397,17.635096,2.170424,3556.7893,-2665.3433,b'5fc35b98497b66a7178454f46000a9e1',b'f99cd724d1b311e69736bcaec523183d',0
305095,158235026595,2,9.771025,0.5497725,12.770172,-2.06316,3.108525,13.56806,0.40747505,3560.8228,-2663.619,b'd6d8ccad53618594620aba7a4b357e2f',b'f99cd724d1b311e69736bcaec523183d',0
305096,158235026595,2,10.250958,0.58158064,10.127732,-1.9552431,3.19888,14.002798,0.7851923,3560.385,-2663.9932,b'e1d9723fdccbb20d5fa979d8bf459a7c',b'f99cd724d1b311e69736bcaec523183d',0
305097,158235026595,2,11.846676,0.55064183,-12.498112,-2.9204051,2.2508695,15.629164,0.6529668,3558.7598,-2663.848,b'476477d0c92662615cb10f02bf355744',b'f99cd724d1b311e69736bcaec523183d',0
305610,158235091947,3,9.556259,-0.40088946,6.884989,-2.0214436,3.0234032,13.41037,1.0354564,3560.6304,-2664.2659,b'08f0152b3334296750edc2553a266414',b'f99cd724d1b311e69736bcaec523183d',0
305611,158235091947,3,10.499942,-0.34423128,-7.921954,-2.0177004,3.0156207,14.315761,1.6622143,3559.7212,-2664.8875,b'455a64ad6b2985a016c5100c65760863',b'f99cd724d1b311e69736bcaec523183d',0
305612,158235091947,3,11.745134,-0.39457887,-16.900679,-2.0312266,3.0131373,15.59506,1.1863576,3558.4448,-2664.404,b'163ba519d6c60fd5884edf8d510cf42c',b'f99cd724d1b311e69736bcaec523183d',0
305613,158235091947,3,12.351705,-0.34915727,-16.995178,-1.4307665,3.604199,16.165157,1.7713077,3557.8713,-2664.9856,b'48b58718e01a4967800825ac3b806cc0',b'f99cd724d1b311e69736bcaec523183d',0
305614,158235091947,3,12.566613,-0.3161806,-18.863232,-1.9627411,3.0588913,16.336514,2.2021236,3557.6975,-2665.4153,b'923596ff7996f2f980440beea48a9b02',b'f99cd724d1b311e69736bcaec523183d',0
305846,158235100261,2,10.044562,0.535554,0.8774028,-1.8671914,3.1893609,13.855013,0.2964697,3560.1086,-2663.5562,b'6be46d63b0b36c58863fec1a083ebc05',b'f99cd724d1b311e69736bcaec523183d',0
305847,158235100261,2,10.411712,0.59065986,-0.0580101,-2.0294595,2.9978786,14.147735,0.90195173,3559.8125,-2664.16,b'a6927a5bbb756a61e21335efbe166e15',b'f99cd724d1b311e69736bcaec523183d',0
305848,158235100261,2,10.919957,0.5864729,-3.117362,-2.016787,3.0133078,14.656869,0.9349595,3559.3032,-2664.19,b'73e2657dae4f5dfbc38abbc25c7036a7',b'f99cd724d1b311e69736bcaec523183d',0
305849,158235100261,2,11.190496,0.5291454,-13.137085,-2.799973,2.2589815,15.00218,0.33876818,3558.9614,-2663.5918,b'bb476166d489142aab421248c56bf4cc',b'f99cd724d1b311e69736bcaec523183d',0
306350,158235164823,3,9.435141,-0.40948087,-0.34032273,-1.9674737,2.963686,13.291823,0.9501824,3560.3477,-2664.228,b'12a61b0d2f088157fefc3608f7042e89',b'f99cd724d1b311e69736bcaec523183d',0
306351,158235164823,3,10.499928,-0.44434485,-5.721298,-1.9675779,2.9612918,14.359563,0.6123805,3559.2812,-2663.886,b'0f4c53000848d627813c78ba66d61aab',b'f99cd724d1b311e69736bcaec523183d',0
306352,158235164823,3,10.776475,-0.36824223,-13.596169,-1.9639001,2.9622312,14.611747,1.4296312,3559.026,-2664.7021,b'3e6016651f4166ea8a8c7e1050ec230b',b'f99cd724d1b311e69736bcaec523183d',0
306577,158235173936,2,9.588832,0.5511082,16.041431,-1.9730486,2.9568064,13.385581,0.39954847,3560.2107,-2663.679,b'bf3b2ad1c632028a9e7e7031367e706f',b'f99cd724d1b311e69736bcaec523183d',0
306578,158235173936,2,10.499965,0.6099362,1.915906,-1.9768138,2.917555,14.20187,1.1152086,3559.3918,-2664.3916,b'aaff3e5c8e224368ad04b1d4fb500b4a',b'f99cd724d1b311e69736bcaec523183d',0
306579,158235173936,2,11.759953,0.5857195,-12.194266,-1.9435405,2.9674952,15.488719,1.051965,3558.1052,-2664.3235,b'645d154016c579f9cc13020a97028ab3',b'f99cd724d1b311e69736bcaec523183d',0
306580,158235173936,2,12.7253275,0.53388304,-18.338165,-1.9599327,2.9770885,16.524647,0.54125434,3557.071,-2663.8088,b'3bbf4156f7c77de72667456230c77e50',b'f99cd724d1b311e69736bcaec523183d',0
307083,158235239037,3,9.411453,-0.42018265,6.402914,-1.9131681,2.893611,13.270276,0.8488579,3559.9802,-2664.1423,b'9bdb2e78011f4d060025a2cea0b6acfd',b'f99cd724d1b311e69736bcaec523183d',0
307084,158235239037,3,10.079932,-0.4640562,0.06672907,-1.9202322,2.880587,13.935966,0.4172325,3559.3154,-2663.7095,b'43e66370e644a6c39f4fe59a17114417',b'f99cd724d1b311e69736bcaec523183d',0
307085,158235239037,3,12.619259,-0.43718112,-16.266926,-2.3248277,2.4807398,16.47925,0.68509495,3556.7717,-2663.9722,b'1226e6116743b3679b7baa72114f2609',b'f99cd724d1b311e69736bcaec523183d',0
307086,158235239037,3,13.237702,-0.45621905,-16.696877,-1.9253654,2.8771968,17.094997,0.43236443,3556.1565,-2663.7183,b'c6af4368a023c4e63bee22053ec99096',b'f99cd724d1b311e69736bcaec523183d',0
307314,158235247737,2,9.540107,0.54767585,13.918335,-1.9307554,2.8742604,13.340876,0.36142606,3559.8572,-2663.6614,b'a66474306806f2741a002da9209ce5e4',b'f99cd724d1b311e69736bcaec523183d',0
307315,158235247737,2,10.919955,0.58069235,-6.9301558,-1.9362572,2.8517835,14.666138,0.87252027,3558.531,-2664.1704,b'07f6c4f50a2c742882eeccc7c1a129c6',b'f99cd724d1b311e69736bcaec523183d',0
307316,158235247737,2,11.759946,0.5602797,-14.516867,-1.9211392,2.8780136,15.529514,0.7555968,3557.668,-2664.0522,b'b31dedbedd099f16b57b9257ed18bbf0',b'f99cd724d1b311e69736bcaec523183d',0
307317,158235247737,2,13.228619,0.6277852,-15.602159,-1.8902811,2.8645225,16.846548,1.8191178,3556.3494,-2665.1138,b'fb50d091885a5467a1762fefc761f17f',b'f99cd724d1b311e69736bcaec523183d',0
307829,158235314464,3,9.086563,-0.3569102,0.9459038,-1.8569937,2.8087466,12.918159,1.4179053,3559.9495,-2664.7207,b'2541f106b01370aaf367c979a302261a',b'f99cd724d1b311e69736bcaec523183d',0
307830,158235314464,3,9.520573,-0.46538055,-4.384172,-1.8718861,2.7962222,13.376464,0.42032036,3559.491,-2663.7234,b'b933e5b7ba8cdc2d229a360cd2bede79',b'f99cd724d1b311e69736bcaec523183d',0
307831,158235314464,3,10.903319,-0.37457967,-11.468853,-1.8502752,2.8195987,14.74276,1.3692645,3558.1248,-2664.6726,b'527f7034e681c745b983d62de2f03956',b'f99cd724d1b311e69736bcaec523183d',0
307832,158235314464,3,12.972229,-0.37688363,-15.110358,-2.8439074,1.826398,16.809568,1.4664242,3556.058,-2664.7703,b'34a4553204916354b9a0c118f3a07a40',b'f99cd724d1b311e69736bcaec523183d',0
307833,158235314464,3,14.036436,-0.3433325,-21.447546,-3.462477,1.1990972,17.836212,1.9988606,3555.0315,-2665.3027,b'7f8377d9e588b8dd4723ad4521b79b62',b'f99cd724d1b311e69736bcaec523183d',0
308041,158235320837,2,9.292761,0.51910704,10.151131,-1.8729674,2.8106494,13.120831,0.06968564,3559.7136,-2663.3738,b'd089cc844f5fbe849b117e30e3b39925',b'f99cd724d1b311e69736bcaec523183d',0
308042,158235320837,2,10.289968,0.61728585,-4.7066994,-1.8732059,2.7589107,13.981687,1.1533451,3558.853,-2664.4578,b'9957166c74c877bc2a7575cce9547a2e',b'f99cd724d1b311e69736bcaec523183d',0
308043,158235320837,2,11.339947,0.5596283,-12.926332,-1.8441453,2.8236642,15.113657,0.6962809,3557.721,-2664.001,b'c722862a23a5ab195a3df174cd9e0f48',b'f99cd724d1b311e69736bcaec523183d',0
308044,158235320837,2,11.613547,0.4987154,-12.800449,-2.6738973,2.014767,15.4508505,0.025718987,3557.3835,-2663.3306,b'd8d996b5dd4ed399d555ba15dd03d7a9',b'f99cd724d1b311e69736bcaec523183d',0
308045,158235320837,2,13.099316,0.61705494,-18.110962,-1.844412,2.7878783,16.745636,1.6563673,3556.089,-2664.9614,b'13f33803309958a65542c6d550bff2ef',b'f99cd724d1b311e69736bcaec523183d',0
308548,158235387459,3,9.1794405,-0.38784042,6.258036,-1.820216,2.7258723,13.028797,1.141907,3559.494,-2664.4377,b'89a043523591f7435edc01f33c208344',b'f99cd724d1b311e69736bcaec523183d',0
308549,158235387459,3,10.079933,-0.40528885,-6.577921,-1.8399675,2.7074628,13.93518,1.0095176,3558.5872,-2664.3071,b'9b98d6ec4becef27ec2211d5c356e538',b'f99cd724d1b311e69736bcaec523183d',0
308550,158235387459,3,10.781816,-0.37206313,-13.842606,-1.799717,2.743966,14.619785,1.3888857,3557.9033,-2664.6877,b'eaedf58204a814905ce77204c4b79b79',b'f99cd724d1b311e69736bcaec523183d',0
308552,158235387459,3,12.817613,-0.35692814,-14.572414,28.1897,32.73001,16.637564,1.7124567,3555.8862,-2665.0154,b'1019499bddec3f7050c168ab2e760f06',b'f99cd724d1b311e69736bcaec523183d',0
308553,158235387459,3,13.731884,-0.32189357,-18.752018,-3.2953079,1.2332155,17.502584,2.263498,3555.0222,-2665.568,b'1b1518582977e57b0a33911bcd21450c',b'f99cd724d1b311e69736bcaec523183d',0
308733,158235393101,2,9.195648,0.55205375,10.240292,-1.8141536,2.7505217,12.99399,0.36309987,3559.5015,-2663.661,b'1c991cc0107679487bb2405cbc78af0a',b'f99cd724d1b311e69736bcaec523183d',0
308734,158235393101,2,10.079959,0.57996136,3.135911,-1.8191843,2.7317653,13.835955,0.74426514,3558.6604,-2664.0437,b'da024e92c4f98b85c1c2f0def14a3dc7',b'f99cd724d1b311e69736bcaec523183d',0
308735,158235393101,2,11.339948,0.56314063,-8.306131,-1.7914253,2.768222,15.108685,0.7357983,3557.3875,-2664.038,b'e2cc66190acf035b9bb6c28678d62953',b'f99cd724d1b311e69736bcaec523183d',0
308736,158235393101,2,12.764768,0.59549767,-16.157417,-1.801755,2.740017,16.463123,1.3249898,3556.0344,-2664.6301,b'2214c5a94358e29436bac5c3ee17515e',b'f99cd724d1b311e69736bcaec523183d',0
309274,158235460888,3,8.925629,-0.4513417,0.40677428,-1.7688144,2.6641972,12.784578,0.56307113,3559.3933,-2663.8564,b'd18353846a2d9a6aed3de6cd2516a17c',b'f99cd724d1b311e69736bcaec523183d',0
309275,158235460888,3,9.230312,-0.36257866,0.19171524,-1.7746351,2.6566298,13.065445,1.3770931,3559.1157,-2664.6716,b'7f49cbeaa374a83e9c8a7e7e9f631a30',b'f99cd724d1b311e69736bcaec523183d',0
309276,158235460888,3,10.079939,-0.37022588,-6.919404,-1.7702137,2.6625772,13.918142,1.3625209,3558.263,-2664.6606,b'7cc38f933ce5c35c459f1bf1f855f2fb',b'f99cd724d1b311e69736bcaec523183d',0
309277,158235460888,3,12.856667,-0.46811467,-14.71586,-1.7868979,2.6425188,16.710037,0.28718302,3555.4666,-2663.597,b'8be690f065afa2b8e789c6ea670768eb',b'f99cd724d1b311e69736bcaec523183d',0
309439,158235463734,2,9.265718,0.60794115,8.28066,-1.7496651,2.677939,12.989385,0.8836252,3559.1772,-2664.179,b'ae835db716a60ed0e1499633d802e9ba',b'f99cd724d1b311e69736bcaec523183d',0
309440,158235463734,2,10.079961,0.5853156,4.361779,-1.7537802,2.6875603,13.82808,0.79765826,3558.3381,-2664.0967,b'13fb22b4452acefe6c7ae5281ebe253b',b'f99cd724d1b311e69736bcaec523183d',0
309441,158235463734,2,10.919952,0.5668819,-11.01354,-1.7509476,2.6999042,14.68682,0.72313684,3557.479,-2664.0256,b'63033a83b084ee0da28e66db3d0da4c7',b'f99cd724d1b311e69736bcaec523183d',0
309442,158235463734,2,11.352876,0.6310008,-15.429772,-2.018388,2.392884,14.998118,1.4977484,3557.1711,-2664.8018,b'543a97ce99997e438b79b1c08025b92e',b'f99cd724d1b311e69736bcaec523183d',0
309443,158235463734,2,11.759951,0.5764438,-19.739172,-1.7563114,2.6897953,15.504467,0.9440263,3556.6624,-2664.25,b'57156bbf8e42f12dc0ef2fb32c6f544a',b'f99cd724d1b311e69736bcaec523183d',0
309472,158235463734,2,11.066693,0.48803505,-16.99856,-2.3552835,2.119151,14.911821,-0.12645584,3557.2505,-2663.177,b'bde7d44a2b87a86dd90a982910889ab8',b'f99cd724d1b311e69736bcaec523183d',0
309978,158235536041,3,8.453979,-0.41017514,-2.9021323,-1.7242335,2.567362,12.311159,0.9182984,3559.5425,-2664.2124,b'f981128722eb00c12bf6a5109798ef78',b'f99cd724d1b311e69736bcaec523183d',0
309979,158235536041,3,9.239944,-0.36599326,0.2135315,-1.7178217,2.5695117,13.0773115,1.3463302,3558.7793,-2664.6455,b'fd84ce44919a72947728842580c6e61f',b'f99cd724d1b311e69736bcaec523183d',0
309980,158235536041,3,9.47327,-0.46761602,0.5691352,-1.7204628,2.564151,13.328536,0.40054274,3558.5215,-2663.7014,b'921978239e8eb0bc465833a7f399c0c2',b'f99cd724d1b311e69736bcaec523183d',0
309981,158235536041,3,10.49993,-0.40248704,-14.185324,-1.7192888,2.572167,14.354034,1.0518178,3557.5005,-2664.3599,b'9db8e4a891743784e89222c031626621',b'f99cd724d1b311e69736bcaec523183d',0
309982,158235536041,3,12.744678,-0.47317934,-11.208399,-1.699237,2.5839493,16.595871,0.22627047,3555.2532,-2663.5496,b'6a4a1fa519d23ec19189b489ce2b1cee',b'f99cd724d1b311e69736bcaec523183d',0
310158,158235539086,2,8.939501,0.57427615,0.10750437,-1.7131497,2.5904486,12.714402,0.5305403,3559.1235,-2663.8286,b'5bed1433358406777ec81fec8c6dda91',b'f99cd724d1b311e69736bcaec523183d',0
310159,158235539086,2,9.826511,0.58057976,5.2641,-1.7106891,2.5897481,13.5842495,0.713965,3558.255,-2664.018,b'451557f1045516f341bd6b2e2bcdd3ac',b'f99cd724d1b311e69736bcaec523183d',0
310160,158235539086,2,10.919958,0.5912749,-15.014065,-1.6862433,2.60844,14.648894,0.9867874,3557.1921,-2664.298,b'edad1deaf000398ac25fb26de6ab5b26',b'f99cd724d1b311e69736bcaec523183d',0
310161,158235539086,2,11.7599535,0.585472,-16.813099,-1.7042114,2.5936549,15.489153,1.0490868,3556.3523,-2664.3662,b'eac7ce8fcc8a54071f921f9ca2bd98fc',b'f99cd724d1b311e69736bcaec523183d',0
310162,158235539086,2,12.845474,0.58201605,-17.174934,-1.7190335,2.5806596,16.569128,1.1666276,3555.2732,-2664.4912,b'e9747d4395036800b9d78eeaf66a4130',b'f99cd724d1b311e69736bcaec523183d',0
310674,158235610141,3,8.425305,-0.4162765,0.5232141,-1.6526769,2.5370264,12.283667,0.8661654,3559.234,-2664.1807,b'2c5fb738bc3095f474c8318058fe22d7',b'f99cd724d1b311e69736bcaec523183d',0
310675,158235610141,3,9.356469,-0.48779887,5.12398,-1.6560295,2.522464,13.203919,0.21556205,3558.3083,-2663.5378,b'3c162d3a00e100445057400a80b9c265',b'f99cd724d1b311e69736bcaec523183d',0
310676,158235610141,3,10.079933,-0.46862617,-3.919932,-1.653983,2.5296159,13.934568,0.37118846,3557.5789,-2663.6997,b'10a8f66e6352ea8aa2dc33cec9643bdb',b'f99cd724d1b311e69736bcaec523183d',0
310677,158235610141,3,11.211251,-0.36405408,-18.893887,-1.091981,3.0923746,15.042248,1.505908,3556.481,-2664.8438,b'0d390eab42b68c174d36606b272ab34e',b'f99cd724d1b311e69736bcaec523183d',0
310678,158235610141,3,12.595481,-0.46858057,-9.182684,-1.6555142,2.528095,16.448797,0.2897046,3555.0642,-2663.6394,b'2753c39a58bc160b7400a8bb9b09b08f',b'f99cd724d1b311e69736bcaec523183d',0
310863,158235611965,2,8.718126,0.54468745,5.2937236,-1.6528203,2.5533082,12.526859,0.24407738,3558.9778,-2663.5613,b'b28395b15c0abf624662ba4e456649be',b'f99cd724d1b311e69736bcaec523183d',0
310864,158235611965,2,10.079965,0.6016282,2.6742911,-1.6419038,2.5364628,13.802328,0.9600573,3557.7085,-2664.288,b'021e187518359eed94a144fbe908a9e0',b'f99cd724d1b311e69736bcaec523183d',0
310865,158235611965,2,10.91995,0.5594438,-16.829165,-1.6804744,2.5197656,14.6971035,0.64256674,3556.811,-2663.9783,b'cf10fefc34e18f0ee28b9059ab61c5af',b'f99cd724d1b311e69736bcaec523183d',0
310866,158235611965,2,11.989952,0.5829449,-14.586314,-1.6519884,2.5369856,15.721062,1.0533268,3555.7908,-2664.3977,b'26f6ddb7626c47cb7228419754e3a13c',b'f99cd724d1b311e69736bcaec523183d',0
310867,158235611965,2,13.019928,0.52442986,-19.390003,-1.667332,2.5453887,16.829268,0.44744247,3554.6772,-2663.8013,b'318802abb308f9dc3fd72ba07afcd56b',b'f99cd724d1b311e69736bcaec523183d',0
311365,158235682891,3,8.460837,-0.43211475,3.7454536,-1.6022372,2.4842222,12.320773,0.73287237,3558.8862,-2664.0554,b'88d613ed30d9734156fe31e207a4159f',b'f99cd724d1b311e69736bcaec523183d',0
311366,158235682891,3,9.239937,-0.44928676,1.263727,-1.6005499,2.4842722,13.099121,0.5772346,3558.1064,-2663.9075,b'd29d93e486ced79b7e26de388c9a5718',b'f99cd724d1b311e69736bcaec523183d',0
311367,158235682891,3,12.176919,-0.39605275,-16.706415,-2.1349797,1.950995,16.027205,1.186305,3555.1846,-2664.5457,b'160d76969dfe28fe0f12c9bb63781dfe',b'f99cd724d1b311e69736bcaec523183d',0
311368,158235682891,3,12.382547,-0.45753196,-8.3151245,-1.6051881,2.47842,16.239677,0.43340006,3554.9646,-2663.795,b'9926634e4ae765c07b5f02e0d953808f',b'f99cd724d1b311e69736bcaec523183d',0
311369,158235682891,3,12.9366865,-0.38995847,-15.278486,29.994846,34.080215,16.782978,1.2954144,3554.43,-2664.662,b'b572fa9f7a4aea694c152e535b16f7ed',b'f99cd724d1b311e69736bcaec523183d',0
311571,158235683795,2,8.607716,0.6061898,6.49537,-1.5854212,2.4819596,12.343627,0.75630873,3558.8599,-2664.0793,b'7791509cda52d84d38fe083ef1a09bb2',b'f99cd724d1b311e69736bcaec523183d',0
311572,158235683795,2,9.239968,0.6060339,3.0967531,-1.5810385,2.4864392,12.967009,0.8618576,3558.2375,-2664.1912,b'd8813c944b0de74cc46de8f77880301b',b'f99cd724d1b311e69736bcaec523183d',0
311573,158235683795,2,10.414173,0.5479672,-2.0554166,-1.5753628,2.52126,14.209178,0.46168977,3556.9915,-2663.8032,b'8e3da746745365853809f090d4fa43c2',b'f99cd724d1b311e69736bcaec523183d',0
311574,158235683795,2,11.487069,0.61227876,-14.554512,-2.8968565,1.1666679,15.169429,1.312356,3556.0398,-2664.6633,b'711a982c74b791cee62a3cf053717648',b'f99cd724d1b311e69736bcaec523183d',0
311575,158235683795,2,11.950907,0.56146985,-14.888826,-1.6037296,2.4873452,15.717237,0.79334587,3555.4868,-2664.15,b'5277c81c395688326cd57003a725edf0',b'f99cd724d1b311e69736bcaec523183d',0
311576,158235683795,2,12.226681,0.6374025,-15.943835,29.457664,33.503685,15.839996,1.7436459,3555.3735,-2665.1013,b'a197632cdee72b915e89a8218ed0e1f7',b'f99cd724d1b311e69736bcaec523183d',0
311577,158235683795,2,12.58447,0.60834223,-15.432685,-1.566639,2.4993958,16.258442,1.4558129,3554.9524,-2664.8176,b'83768d58abe26cc95641b03be5688804',b'f99cd724d1b311e69736bcaec523183d',0
311578,158235683795,2,12.599943,0.56543285,-19.390364,-1.5951868,2.4941182,16.35485,0.92397684,3554.8506,-2664.2869,b'ac2a125d05ca3f391a40f9e82c1ef025',b'f99cd724d1b311e69736bcaec523183d',0
312084,158235757081,3,8.450552,-0.44181895,2.51157,-1.5347873,2.4588792,12.310409,0.6508267,3558.5708,-2663.981,b'84f68eed5ae15fb0cd79a13a43368721',b'f99cd724d1b311e69736bcaec523183d',0
312085,158235757081,3,9.239938,-0.41280213,-0.8593199,-1.5278652,2.467316,13.097451,0.91432756,3557.7869,-2664.2534,b'1545b7404ce181d0120cfb44e7ebcd7a',b'f99cd724d1b311e69736bcaec523183d',0
312086,158235757081,3,12.389529,-0.47645482,-7.921153,-1.5296227,2.4578342,16.239393,0.19892031,3554.637,-2663.5737,b'e9a96d029176d371d80848792f219ee1',b'f99cd724d1b311e69736bcaec523183d',0
312288,158235760360,2,8.330755,0.5726163,6.136351,-1.512857,2.4873154,12.113344,0.4330476,3558.7524,-2663.762,b'19de3d5fff2be384115708662a08dac1',b'f99cd724d1b311e69736bcaec523183d',0
312289,158235760360,2,9.659955,0.559152,-1.4694076,-1.5170393,2.4889832,13.447014,0.48485798,3557.4194,-2663.829,b'33adc92dec4f6e93b3c3fb876ec03a52',b'f99cd724d1b311e69736bcaec523183d',0
312290,158235760360,2,10.45573,0.5837216,-9.431666,-1.5015421,2.4932592,14.202143,0.83700556,3556.6682,-2664.19,b'49a6effd25761ae35b19b9407380b136',b'f99cd724d1b311e69736bcaec523183d',0
312314,158235760360,2,10.579113,0.4940148,-20.262371,-1.831095,2.1929588,14.421429,-0.088560045,3556.4385,-2663.2668,b'2a63a7f7a4979337ef4ba8d5aec6edf2',b'f99cd724d1b311e69736bcaec523183d',0
312781,158235830131,3,8.051566,-0.41205794,-6.2426853,-1.4396479,2.4688556,11.909259,0.89275265,3558.6746,-2664.2283,b'6e16f8fa2548ed5db5090c3dd8474c24',b'f99cd724d1b311e69736bcaec523183d',0
312782,158235830131,3,9.232874,-0.40802643,-0.31091905,-1.4324801,2.4760084,13.089262,0.9582426,3557.4956,-2664.309,b'223230e194f20be5a49793aac3ae9de5',b'f99cd724d1b311e69736bcaec523183d',0
312783,158235830131,3,10.079936,-0.38134873,-8.230146,-1.4262908,2.4804964,13.924887,1.2506071,3556.6638,-2664.6123,b'c02b1cd56d36c9ae07332b034af800e5',b'f99cd724d1b311e69736bcaec523183d',0
312784,158235830131,3,11.0308,-0.36933476,-14.499669,-0.9319811,2.973132,14.866297,1.4348263,3555.7249,-2664.8088,b'e86cf5a071ff19a4208d830ee26cf630',b'f99cd724d1b311e69736bcaec523183d',0
313001,158235834106,2,8.2648,0.5997409,4.498038,-1.4093351,2.4966688,12.0145035,0.64573306,3558.5505,-2663.984,b'd31fdf38e18b264b915f5c19b2ab8e99',b'f99cd724d1b311e69736bcaec523183d',0
313002,158235834106,2,9.358884,0.55689555,-1.4579167,-1.4091214,2.5166671,13.150783,0.4269684,3557.4116,-2663.78,b'2906ece1d2d5ba7ac1cf709049c537d0',b'f99cd724d1b311e69736bcaec523183d',0
313003,158235834106,2,10.0799465,0.5342378,-10.67981,-1.413211,2.5201292,13.89153,0.28677768,3556.669,-2663.6497,b'4cca062863c533e2354025dc23249680',b'f99cd724d1b311e69736bcaec523183d',0
313004,158235834106,2,10.919964,0.609538,-12.420829,-1.4008329,2.4996383,14.616296,1.1835349,3555.956,-2664.556,b'a868c03174c8b3aee6c917e88439f1c7',b'f99cd724d1b311e69736bcaec523183d',0
313005,158235834106,2,12.092121,0.6152331,-17.942574,-1.4082732,2.4888098,15.758814,1.4535146,3554.8174,-2664.8408,b'69697ebd16155eb7425692c5d8fa6d20',b'f99cd724d1b311e69736bcaec523183d',0
313560,158235905308,3,8.423176,-0.37681258,1.5579765,-1.3337815,2.4935653,12.268426,1.1982548,3558.0022,-2664.5593,b'b1afaef5249d1f799b12fab1dec483c6',b'f99cd724d1b311e69736bcaec523183d',0
313561,158235905308,3,9.239938,-0.40318063,-1.7891676,-1.3264053,2.5032241,13.094962,1.0031945,3557.1729,-2664.3765,b'5bdbb96f386257c77e9a618d0e5ab139',b'f99cd724d1b311e69736bcaec523183d',0
